set nodes := 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 ;

param start_node := 0 ;

param end_node := 49 ;

param max_capacity := 57.5 ;

param min_capacity := 2.875 ;

param start_capacity := 57.5 ;

param car_efficiency := 0.1513157894736842 ;

param max_charge_time := 0.75 ;

param min_charge_time := 0.25 ;

param charger_power :=
24 19 2.0572216666666665
24 20 0.453055
24 21 0.080555
24 22 0.16555499999999998
24 23 0.01583333333333333
24 24 -1
24 25 0.065
24 26 0.07638833333333334
24 27 0.07111166666666667
24 28 0.32138833333333333
24 29 2.1486116666666666
24 30 2.175278333333333
24 31 2.0997216666666665
24 32 1.2488883333333334
24 33 -1
24 34 1.2297216666666666
24 35 -1
24 36 1.245555
24 37 1.1849999999999998
24 38 -1
24 39 1.2397216666666668
24 40 -1
24 41 -1
24 42 -1
24 43 0.8238883333333333
24 44 -1
24 45 -1
24 46 0.9383333333333332
24 47 2.125
24 48 0.8416666666666667
24 49 -1
25 0 0.13472166666666666
25 1 1.2041666666666666
25 2 1.2041666666666666
25 3 0.12027833333333333
25 4 0.21861166666666668
25 5 1.1813883333333335
25 6 1.2719449999999999
25 7 0.3811116666666667
25 8 1.2627783333333333
25 9 1.2977783333333333
25 10 2.2525
25 11 1.245555
25 12 1.2113883333333333
25 13 -1
25 14 0.19027833333333335
25 15 0.17083333333333334
25 16 0.17055499999999998
25 17 -1
25 18 1.7583333333333333
25 19 2.028055
25 20 0.545555
25 21 0.15
25 22 0.220555
25 23 0.14138833333333334
25 24 0.124445
25 25 -1
25 26 0.09583333333333334
25 27 0.176945
25 28 0.32749999999999996
25 29 2.1197216666666665
25 30 2.1463883333333333
25 31 2.0708333333333333
25 32 1.22
25 33 -1
25 34 1.2008333333333332
25 35 -1
25 36 1.2166666666666666
25 37 1.1561116666666666
25 38 -1
25 39 1.2108333333333334
25 40 -1
25 41 -1
25 42 -1
25 43 0.795
25 44 -1
25 45 -1
25 46 0.909445
25 47 2.096111666666667
25 48 0.8127783333333334
25 49 -1
26 0 0.079445
26 1 1.1738883333333334
26 2 1.1741666666666668
26 3 0.09000000000000001
26 4 0.15638833333333332
26 5 1.1513883333333332
26 6 1.241945
26 7 0.35111166666666666
26 8 1.2325000000000002
26 9 1.2674999999999998
26 10 2.2224999999999997
26 11 1.215555
26 12 1.1811116666666666
26 13 -1
26 14 0.13472166666666666
26 15 0.11527833333333333
26 16 0.115
26 17 -1
26 18 1.7280550000000001
26 19 1.9980550000000001
26 20 0.49
26 21 0.10888833333333332
26 22 0.16527833333333333
26 23 0.08583333333333334
26 24 0.06888833333333334
26 25 0.10916666666666666
26 26 -1
26 27 0.12166666666666666
26 28 0.2797216666666667
26 29 2.0897216666666667
26 30 2.1163883333333335
26 31 2.0408333333333335
26 32 1.1900000000000002
26 33 -1
26 34 1.170555
26 35 -1
26 36 1.1866666666666668
26 37 1.1261116666666666
26 38 -1
26 39 1.1805549999999998
26 40 -1
26 41 -1
26 42 -1
26 43 0.765
26 44 -1
26 45 -1
26 46 0.8791666666666667
26 47 2.0661116666666666
26 48 0.7827783333333334
26 49 -1
27 0 0.205555
27 1 1.1688883333333335
27 2 1.1688883333333335
27 3 0.21638833333333332
27 4 0.15833333333333333
27 5 1.1461116666666666
27 6 1.2366666666666668
27 7 0.39277833333333334
27 8 1.2275
27 9 1.2625
27 10 2.2172216666666666
27 11 1.2102783333333333
27 12 1.1761116666666667
27 13 -1
27 14 0.13888833333333334
27 15 0.06972166666666667
27 16 0.08916666666666666
27 17 -1
27 18 1.723055
27 19 1.9927783333333333
27 20 0.38888833333333334
27 21 0.09444499999999999
27 22 0.16916666666666666
27 23 0.09277833333333334
27 24 0.11
27 25 0.11472166666666667
27 26 0.12611166666666668
27 27 -1
27 28 0.27888833333333335
27 29 2.084445
27 30 2.111111666666667
27 31 2.035555
27 32 1.1847216666666667
27 33 -1
27 34 1.1655550000000001
27 35 -1
27 36 1.1813883333333335
27 37 1.1208333333333333
27 38 -1
27 39 1.175555
27 40 -1
27 41 -1
27 42 -1
27 43 0.7597216666666667
27 44 -1
27 45 -1
27 46 0.8741666666666668
27 47 2.0608333333333335
27 48 0.7775
27 49 -1
28 0 0.3538883333333333
28 1 1.3241666666666667
28 2 1.3241666666666667
28 3 0.29
28 4 0.2758333333333333
28 5 1.3013883333333331
28 6 1.391945
28 7 0.5011116666666667
28 8 1.3827783333333334
28 9 1.4177783333333334
28 10 2.3725
28 11 1.365555
28 12 1.3313883333333334
28 13 -1
28 14 0.4058333333333334
28 15 0.3563883333333333
28 16 0.37583333333333335
28 17 -1
28 18 1.8783333333333334
28 19 2.1483333333333334
28 20 0.5438883333333333
28 21 0.305555
28 22 0.4097216666666667
28 23 0.35
28 24 0.36722166666666667
28 25 0.34833333333333333
28 26 0.35138833333333336
28 27 0.34111166666666665
28 28 -1
28 29 2.2397216666666666
28 30 2.2663883333333334
28 31 2.190833333333333
28 32 1.34
28 33 -1
28 34 1.3208333333333333
28 35 -1
28 36 1.3366666666666667
28 37 1.2761116666666665
28 38 -1
28 39 1.3308333333333333
28 40 -1
28 41 -1
28 42 -1
28 43 0.9149999999999999
28 44 -1
28 45 -1
28 46 1.029445
28 47 2.216111666666667
28 48 0.9327783333333334
28 49 -1
29 0 2.1016666666666666
29 1 1.1886116666666666
29 2 1.1886116666666666
29 3 2.0372216666666665
29 4 2.1225
29 5 1.0727783333333332
29 6 1.066945
29 7 1.9752783333333332
29 8 1.0577783333333335
29 9 1.0927783333333332
29 10 0.15472166666666667
29 11 1.085555
29 12 1.0391666666666668
29 13 1.3536116666666667
29 14 2.0847216666666664
29 15 2.1574999999999998
29 16 2.1197216666666665
29 17 1.9933333333333332
29 18 0.453055
29 19 0.26138833333333333
29 20 2.2425
29 21 2.1305549999999998
29 22 2.118055
29 23 2.1574999999999998
29 24 2.1688883333333333
29 25 2.1558333333333333
29 26 2.1391666666666667
29 27 2.118333333333333
29 28 2.2224999999999997
29 29 -1
29 30 0.229445
29 31 0.17888833333333334
29 32 1.1275000000000002
29 33 1.0686116666666665
29 34 1.0408333333333333
29 35 -1
29 36 1.1983333333333335
29 37 1.1413883333333332
29 38 2.473055
29 39 1.071945
29 40 -1
29 41 -1
29 42 -1
29 43 1.575555
29 44 -1
29 45 -1
29 46 1.5097216666666666
29 47 0.20694500000000002
29 48 1.4738883333333335
29 49 -1
30 0 2.0575
30 1 1.1441666666666668
30 2 1.1444450000000002
30 3 1.9930549999999998
30 4 2.078055
30 5 1.0283333333333333
30 6 1.0227783333333333
30 7 1.9308333333333332
30 8 1.0133333333333332
30 9 1.0483333333333333
30 10 0.2811116666666667
30 11 1.0413883333333334
30 12 0.9947216666666667
30 13 1.266945
30 14 2.040555
30 15 2.1133333333333333
30 16 2.0752783333333333
30 17 1.9066666666666667
30 18 0.40888833333333335
30 19 0.22833333333333333
30 20 2.1980549999999996
30 21 2.0863883333333333
30 22 2.073611666666667
30 23 2.1133333333333333
30 24 2.124445
30 25 2.111388333333333
30 26 2.095
30 27 2.0738883333333336
30 28 2.178055
30 29 0.13416666666666668
30 30 -1
30 31 0.1716666666666667
30 32 1.0833333333333333
30 33 0.981945
30 34 0.9963883333333333
30 35 -1
30 36 1.1538883333333334
30 37 1.096945
30 38 2.3863883333333336
30 39 1.0275
30 40 -1
30 41 -1
30 42 -1
30 43 1.5311116666666666
30 44 -1
30 45 -1
30 46 1.465555
30 47 0.10361166666666667
30 48 1.4297216666666666
30 49 -1
31 0 2.019445
31 1 1.1061116666666666
31 2 1.1061116666666666
31 3 1.9547216666666667
31 4 2.04
31 5 0.9902783333333333
31 6 0.9844449999999999
31 7 1.8927783333333332
31 8 0.9752783333333334
31 9 1.0102783333333334
31 10 0.27694500000000005
31 11 1.003055
31 12 0.9566666666666667
31 13 1.2947216666666668
31 14 2.0025
31 15 2.0752783333333333
31 16 2.0372216666666665
31 17 1.934445
31 18 0.37083333333333335
31 19 0.14111166666666666
31 20 2.1599999999999997
31 21 2.0483333333333333
31 22 2.035555
31 23 2.0752783333333333
31 24 2.0863883333333333
31 25 2.0733333333333333
31 26 2.0566666666666666
31 27 2.0358333333333336
31 28 2.14
31 29 0.14416666666666667
31 30 0.19166666666666668
31 31 -1
31 32 1.0452783333333333
31 33 1.0097216666666666
31 34 0.9583333333333334
31 35 -1
31 36 1.1158333333333335
31 37 1.0588883333333332
31 38 2.4141666666666666
31 39 0.989445
31 40 -1
31 41 -1
31 42 -1
31 43 1.4930549999999998
31 44 -1
31 45 -1
31 46 1.4275
31 47 0.14138833333333334
31 48 1.3916666666666666
31 49 -1
32 0 1.1788883333333333
32 1 0.23722166666666666
32 2 0.23722166666666666
32 3 1.1141666666666665
32 4 1.199445
32 5 0.1986116666666667
32 6 0.23472166666666666
32 7 1.0522216666666666
32 8 0.22527833333333333
32 9 0.26027833333333333
32 10 1.2491666666666668
32 11 0.215
32 12 0.17527833333333334
32 13 2.1486116666666666
32 14 1.161945
32 15 1.234445
32 16 1.1966666666666665
32 17 -1
32 18 0.755
32 19 1.0247216666666668
32 20 1.3194450000000002
32 21 1.2075
32 22 1.195
32 23 1.2347216666666665
32 24 1.2458333333333333
32 25 1.2327783333333333
32 26 1.2161116666666667
32 27 1.1952783333333334
32 28 1.299445
32 29 1.1163883333333333
32 30 1.143055
32 31 1.0675
32 32 -1
32 33 1.8636116666666667
32 34 0.20583333333333334
32 35 -1
32 36 0.21361166666666667
32 37 0.19
32 38 -1
32 39 0.22805499999999998
32 40 -1
32 41 -1
32 42 -1
32 43 0.6525
32 44 -1
32 45 -1
32 46 0.5866666666666667
32 47 1.0927783333333332
32 48 0.5508333333333333
32 49 -1
33 0 -1
33 1 1.9458333333333333
33 2 1.9461116666666667
33 3 -1
33 4 -1
33 5 1.8299999999999998
33 6 1.824445
33 7 -1
33 8 1.8150000000000002
33 9 1.85
33 10 1.1816666666666669
33 11 1.8430549999999999
33 12 1.7966666666666666
33 13 0.545555
33 14 -1
33 15 -1
33 16 -1
33 17 1.2519449999999999
33 18 1.210555
33 19 1.0886116666666665
33 20 -1
33 21 -1
33 22 -1
33 23 -1
33 24 -1
33 25 -1
33 26 -1
33 27 -1
33 28 -1
33 29 1.0925
33 30 1.0058333333333334
33 31 1.0636116666666666
33 32 1.885
33 33 -1
33 34 1.7980550000000002
33 35 2.0097216666666666
33 36 1.955555
33 37 1.8986116666666668
33 38 1.7316666666666667
33 39 1.829445
33 40 1.9994450000000001
33 41 2.0811116666666667
33 42 1.9166666666666667
33 43 2.332778333333333
33 44 1.9394449999999999
33 45 1.88
33 46 2.2672216666666665
33 47 1.025
33 48 2.2313883333333333
33 49 2.0313883333333336
34 0 1.1577783333333334
34 1 0.21638833333333332
34 2 0.21638833333333332
34 3 1.0933333333333333
34 4 1.1783333333333335
34 5 0.10027833333333333
34 6 0.12722166666666668
34 7 1.0313883333333334
34 8 0.11805500000000001
34 9 0.153055
34 10 1.1333333333333333
34 11 0.10333333333333333
34 12 0.056945
34 13 2.0327783333333334
34 14 1.1408333333333334
34 15 1.2136116666666665
34 16 1.175555
34 17 -1
34 18 0.6391666666666667
34 19 0.9091666666666666
34 20 1.2986116666666667
34 21 1.1866666666666668
34 22 1.1741666666666668
34 23 1.2136116666666665
34 24 1.225
34 25 1.211945
34 26 1.1952783333333334
34 27 1.174445
34 28 1.2786116666666667
34 29 1.0005549999999999
34 30 1.0272216666666667
34 31 0.9516666666666667
34 32 0.191945
34 33 1.7477783333333332
34 34 -1
34 35 -1
34 36 0.22611166666666668
34 37 0.16888833333333333
34 38 -1
34 39 0.09972166666666667
34 40 -1
34 41 -1
34 42 -1
34 43 0.6313883333333333
34 44 -1
34 45 -1
34 46 0.5658333333333334
34 47 0.9769450000000001
34 48 0.53
34 49 -1
35 0 -1
35 1 -1
35 2 -1
35 3 -1
35 4 -1
35 5 -1
35 6 -1
35 7 -1
35 8 -1
35 9 -1
35 10 -1
35 11 -1
35 12 -1
35 13 2.1233333333333335
35 14 -1
35 15 -1
35 16 -1
35 17 1.7341666666666666
35 18 -1
35 19 -1
35 20 -1
35 21 -1
35 22 -1
35 23 -1
35 24 -1
35 25 -1
35 26 -1
35 27 -1
35 28 -1
35 29 -1
35 30 -1
35 31 -1
35 32 -1
35 33 2.079445
35 34 -1
35 35 -1
35 36 -1
35 37 -1
35 38 0.7038883333333333
35 39 -1
35 40 0.3591666666666667
35 41 0.2733333333333333
35 42 0.16999999999999998
35 43 -1
35 44 0.188055
35 45 0.7008333333333333
35 46 -1
35 47 -1
35 48 -1
35 49 0.39166666666666666
36 0 1.204445
36 1 0.264445
36 2 0.264445
36 3 1.1400000000000001
36 4 1.225
36 5 0.19222166666666668
36 6 0.2827783333333333
36 7 1.0777783333333335
36 8 0.2733333333333333
36 9 0.30833333333333335
36 10 1.2888883333333332
36 11 0.25638833333333333
36 12 0.221945
36 13 2.1883333333333335
36 14 1.1875
36 15 1.2602783333333332
36 16 1.2222216666666665
36 17 -1
36 18 0.7947216666666667
36 19 1.064445
36 20 1.345
36 21 1.2333333333333334
36 22 1.220555
36 23 1.2602783333333332
36 24 1.2713883333333333
36 25 1.2583333333333333
36 26 1.241945
36 27 1.2208333333333334
36 28 1.325
36 29 1.1561116666666666
36 30 1.1827783333333335
36 31 1.1072216666666668
36 32 0.21722166666666667
36 33 1.9033333333333333
36 34 0.21138833333333332
36 35 -1
36 36 -1
36 37 0.15638833333333332
36 38 -1
36 39 0.22138833333333335
36 40 -1
36 41 -1
36 42 -1
36 43 0.6780550000000001
36 44 -1
36 45 -1
36 46 0.6125
36 47 1.1325
36 48 0.5766666666666667
36 49 -1
37 0 1.125
37 1 0.21111166666666667
37 2 0.21111166666666667
37 3 1.060555
37 4 1.1458333333333333
37 5 0.17111166666666666
37 6 0.261945
37 7 0.9986116666666667
37 8 0.2525
37 9 0.2875
37 10 1.268055
37 11 0.23555500000000001
37 12 0.2011116666666667
37 13 2.1675
37 14 1.108055
37 15 1.1808333333333332
37 16 1.143055
37 17 -1
37 18 0.7736116666666667
37 19 1.0436116666666666
37 20 1.2658333333333334
37 21 1.1538883333333334
37 22 1.1413883333333332
37 23 1.1808333333333332
37 24 1.1922216666666665
37 25 1.1791666666666667
37 26 1.1625
37 27 1.1416666666666666
37 28 1.2458333333333333
37 29 1.1352783333333332
37 30 1.161945
37 31 1.0863883333333333
37 32 0.20027833333333334
37 33 1.8822216666666667
37 34 0.19055499999999997
37 35 -1
37 36 0.11416666666666667
37 37 -1
37 38 -1
37 39 0.200555
37 40 -1
37 41 -1
37 42 -1
37 43 0.5988883333333334
37 44 -1
37 45 -1
37 46 0.533055
37 47 1.1116666666666668
37 48 0.4972216666666667
37 49 -1
38 0 -1
38 1 -1
38 2 -1
38 3 -1
38 4 -1
38 5 -1
38 6 -1
38 7 -1
38 8 -1
38 9 -1
38 10 -1
38 11 -1
38 12 -1
38 13 1.7908333333333333
38 14 -1
38 15 -1
38 16 -1
38 17 1.4016666666666666
38 18 -1
38 19 2.43
38 20 -1
38 21 -1
38 22 -1
38 23 -1
38 24 -1
38 25 -1
38 26 -1
38 27 -1
38 28 -1
38 29 2.4338883333333334
38 30 2.347221666666667
38 31 2.4050000000000002
38 32 -1
38 33 1.746945
38 34 -1
38 35 0.6702783333333334
38 36 -1
38 37 -1
38 38 -1
38 39 -1
38 40 0.66
38 41 0.776945
38 42 0.6125
38 43 -1
38 44 0.6352783333333334
38 45 0.6938883333333333
38 46 -1
38 47 2.3663883333333335
38 48 -1
38 49 0.6916666666666667
39 0 1.1888883333333333
39 1 0.24722166666666665
39 2 0.2475
39 3 1.1244450000000001
39 4 1.2094449999999999
39 5 0.13138833333333333
39 6 0.181945
39 7 1.0622216666666666
39 8 0.1725
39 9 0.2075
39 10 1.1880549999999999
39 11 0.13111166666666665
39 12 0.12111166666666667
39 13 2.0875
39 14 1.171945
39 15 1.2447216666666667
39 16 1.2066666666666668
39 17 -1
39 18 0.6936116666666667
39 19 0.9636116666666666
39 20 1.329445
39 21 1.2177783333333332
39 22 1.2052783333333332
39 23 1.2447216666666667
39 24 1.2558333333333331
39 25 1.2427783333333333
39 26 1.2263883333333332
39 27 1.205555
39 28 1.309445
39 29 1.0552783333333333
39 30 1.0819450000000002
39 31 1.0063883333333332
39 32 0.22972166666666669
39 33 1.8022216666666668
39 34 0.09416666666666668
39 35 -1
39 36 0.25694500000000003
39 37 0.2
39 38 -1
39 39 -1
39 40 -1
39 41 -1
39 42 -1
39 43 0.6625
39 44 -1
39 45 -1
39 46 0.596945
39 47 1.0316666666666667
39 48 0.5611116666666667
39 49 -1
40 0 -1
40 1 -1
40 2 -1
40 3 -1
40 4 -1
40 5 -1
40 6 -1
40 7 -1
40 8 -1
40 9 -1
40 10 -1
40 11 -1
40 12 -1
40 13 2.0211116666666666
40 14 -1
40 15 -1
40 16 -1
40 17 1.6319450000000002
40 18 -1
40 19 -1
40 20 -1
40 21 -1
40 22 -1
40 23 -1
40 24 -1
40 25 -1
40 26 -1
40 27 -1
40 28 -1
40 29 -1
40 30 -1
40 31 -1
40 32 -1
40 33 1.9772216666666667
40 34 -1
40 35 0.299445
40 36 -1
40 37 -1
40 38 0.6016666666666667
40 39 -1
40 40 -1
40 41 0.45361166666666664
40 42 0.27861166666666665
40 43 -1
40 44 0.32888833333333334
40 45 0.690555
40 46 -1
40 47 -1
40 48 -1
40 49 0.575
41 0 -1
41 1 -1
41 2 -1
41 3 -1
41 4 -1
41 5 -1
41 6 -1
41 7 -1
41 8 -1
41 9 -1
41 10 -1
41 11 -1
41 12 -1
41 13 2.1508333333333334
41 14 -1
41 15 -1
41 16 -1
41 17 1.7616666666666667
41 18 -1
41 19 -1
41 20 -1
41 21 -1
41 22 -1
41 23 -1
41 24 -1
41 25 -1
41 26 -1
41 27 -1
41 28 -1
41 29 -1
41 30 -1
41 31 -1
41 32 -1
41 33 2.106945
41 34 -1
41 35 0.2175
41 36 -1
41 37 -1
41 38 0.7313883333333333
41 39 -1
41 40 0.38666666666666666
41 41 -1
41 42 0.1988883333333333
41 43 -1
41 44 0.24916666666666665
41 45 0.7297216666666666
41 46 -1
41 47 -1
41 48 -1
41 49 0.5741666666666667
42 0 -1
42 1 -1
42 2 -1
42 3 -1
42 4 -1
42 5 -1
42 6 -1
42 7 -1
42 8 -1
42 9 -1
42 10 -1
42 11 -1
42 12 -1
42 13 1.9966666666666666
42 14 -1
42 15 -1
42 16 -1
42 17 1.6075000000000002
42 18 -1
42 19 -1
42 20 -1
42 21 -1
42 22 -1
42 23 -1
42 24 -1
42 25 -1
42 26 -1
42 27 -1
42 28 -1
42 29 -1
42 30 -1
42 31 -1
42 32 -1
42 33 1.9527783333333335
42 34 -1
42 35 0.1675
42 36 -1
42 37 -1
42 38 0.5719449999999999
42 39 -1
42 40 0.32
42 41 0.23555500000000001
42 42 -1
42 43 -1
42 44 0.08388833333333333
42 45 0.5763883333333334
42 46 -1
42 47 -1
42 48 -1
42 49 0.4827783333333333
43 0 0.7152783333333333
43 1 0.6108333333333333
43 2 0.6108333333333333
43 3 0.6508333333333333
43 4 0.7358333333333333
43 5 0.588055
43 6 0.6786116666666667
43 7 0.5888883333333333
43 8 0.669445
43 9 0.704445
43 10 1.6591666666666667
43 11 0.6522216666666666
43 12 0.618055
43 13 -1
43 14 0.6983333333333334
43 15 0.7711116666666666
43 16 0.733055
43 17 -1
43 18 1.165
43 19 1.4349999999999998
43 20 0.8561116666666667
43 21 0.7441666666666666
43 22 0.7316666666666667
43 23 0.7711116666666666
43 24 0.7825000000000001
43 25 0.7694449999999999
43 26 0.7527783333333333
43 27 0.731945
43 28 0.8361116666666667
43 29 1.5263883333333332
43 30 1.553055
43 31 1.4775
43 32 0.6266666666666667
43 33 2.2736116666666666
43 34 0.6075
43 35 -1
43 36 0.6233333333333333
43 37 0.5627783333333334
43 38 -1
43 39 0.6174999999999999
43 40 -1
43 41 -1
43 42 -1
43 43 -1
43 44 -1
43 45 -1
43 46 0.291945
43 47 1.5027783333333333
43 48 0.219445
43 49 -1
44 0 -1
44 1 -1
44 2 -1
44 3 -1
44 4 -1
44 5 -1
44 6 -1
44 7 -1
44 8 -1
44 9 -1
44 10 -1
44 11 -1
44 12 -1
44 13 2.0263883333333332
44 14 -1
44 15 -1
44 16 -1
44 17 1.6372216666666666
44 18 -1
44 19 -1
44 20 -1
44 21 -1
44 22 -1
44 23 -1
44 24 -1
44 25 -1
44 26 -1
44 27 -1
44 28 -1
44 29 -1
44 30 -1
44 31 -1
44 32 -1
44 33 1.9825000000000002
44 34 -1
44 35 0.17888833333333334
44 36 -1
44 37 -1
44 38 0.6016666666666667
44 39 -1
44 40 0.368055
44 41 0.28361166666666665
44 42 0.090555
44 43 -1
44 44 -1
44 45 0.6058333333333333
44 46 -1
44 47 -1
44 48 -1
44 49 0.4716666666666667
45 0 -1
45 1 -1
45 2 -1
45 3 -1
45 4 -1
45 5 -1
45 6 -1
45 7 -1
45 8 -1
45 9 -1
45 10 -1
45 11 -1
45 12 -1
45 13 1.9397216666666668
45 14 -1
45 15 -1
45 16 -1
45 17 1.369445
45 18 -1
45 19 -1
45 20 -1
45 21 -1
45 22 -1
45 23 -1
45 24 -1
45 25 -1
45 26 -1
45 27 -1
45 28 -1
45 29 -1
45 30 2.4961116666666663
45 31 -1
45 32 -1
45 33 1.8958333333333333
45 34 -1
45 35 0.6816666666666666
45 36 -1
45 37 -1
45 38 0.6675
45 39 -1
45 40 0.756945
45 41 0.7497216666666666
45 42 0.5855549999999999
45 43 -1
45 44 0.6083333333333333
45 45 -1
45 46 -1
45 47 -1
45 48 -1
45 49 0.783055
46 0 0.8922216666666666
46 1 0.5697216666666667
46 2 0.5700000000000001
46 3 0.8277783333333333
46 4 0.913055
46 5 0.5472216666666667
46 6 0.6377783333333333
46 7 0.7658333333333334
46 8 0.6283333333333334
46 9 0.6633333333333333
46 10 1.6183333333333332
46 11 0.6113883333333334
46 12 0.576945
46 13 -1
46 14 0.8752783333333334
46 15 0.948055
46 16 0.9102783333333334
46 17 -1
46 18 1.1238883333333334
46 19 1.3938883333333334
46 20 1.033055
46 21 0.9211116666666667
46 22 0.9086116666666667
46 23 0.948055
46 24 0.959445
46 25 0.9463883333333333
46 26 0.9297216666666667
46 27 0.9088883333333333
46 28 1.013055
46 29 1.4855550000000002
46 30 1.5122216666666666
46 31 1.4366666666666668
46 32 0.5858333333333333
46 33 2.2325
46 34 0.5663883333333334
46 35 -1
46 36 0.5825
46 37 0.521945
46 38 -1
46 39 0.5763883333333334
46 40 -1
46 41 -1
46 42 -1
46 43 0.3147216666666666
46 44 -1
46 45 -1
46 46 -1
46 47 1.461945
46 48 0.135555
46 49 -1
47 0 2.0616666666666665
47 1 1.1483333333333334
47 2 1.1483333333333334
47 3 1.996945
47 4 2.082221666666667
47 5 1.0325
47 6 1.0266666666666666
47 7 1.9349999999999998
47 8 1.0174999999999998
47 9 1.0525
47 10 0.305
47 11 1.0452783333333333
47 12 0.9988883333333334
47 13 1.336945
47 14 2.044445
47 15 2.1172216666666666
47 16 2.079445
47 17 1.9763883333333332
47 18 0.41277833333333336
47 19 0.20472166666666666
47 20 2.2022216666666665
47 21 2.0902783333333335
47 22 2.0777783333333333
47 23 2.1172216666666666
47 24 2.1286116666666666
47 25 2.115555
47 26 2.0988883333333335
47 27 2.078055
47 28 2.1822216666666665
47 29 0.158055
47 30 0.11361166666666667
47 31 0.148055
47 32 1.0872216666666668
47 33 1.0516666666666667
47 34 1.0005549999999999
47 35 -1
47 36 1.158055
47 37 1.1011116666666667
47 38 2.4561116666666667
47 39 1.0316666666666667
47 40 -1
47 41 -1
47 42 -1
47 43 1.5352783333333333
47 44 -1
47 45 -1
47 46 1.4694450000000001
47 47 -1
47 48 1.4336116666666667
47 49 -1
48 0 0.7686116666666667
48 1 0.5508333333333333
48 2 0.5511116666666667
48 3 0.7038883333333333
48 4 0.7891666666666667
48 5 0.5280549999999999
48 6 0.6188883333333333
48 7 0.641945
48 8 0.6094449999999999
48 9 0.6444449999999999
48 10 1.5991666666666666
48 11 0.5924999999999999
48 12 0.558055
48 13 2.4986116666666667
48 14 0.7516666666666667
48 15 0.8244450000000001
48 16 0.7863883333333334
48 17 -1
48 18 1.105
48 19 1.375
48 20 0.9091666666666666
48 21 0.7975
48 22 0.7847216666666667
48 23 0.8244450000000001
48 24 0.8355549999999999
48 25 0.8225
48 26 0.8058333333333334
48 27 0.785
48 28 0.8891666666666667
48 29 1.4666666666666666
48 30 1.4930549999999998
48 31 1.4177783333333334
48 32 0.566945
48 33 2.2136116666666665
48 34 0.5475
48 35 -1
48 36 0.5633333333333332
48 37 0.5027783333333333
48 38 -1
48 39 0.5575
48 40 -1
48 41 -1
48 42 -1
48 43 0.24222166666666667
48 44 -1
48 45 -1
48 46 0.09638833333333333
48 47 1.443055
48 48 -1
48 49 -1
49 0 -1
49 1 -1
49 2 -1
49 3 -1
49 4 -1
49 5 -1
49 6 -1
49 7 -1
49 8 -1
49 9 -1
49 10 -1
49 11 -1
49 12 -1
49 13 2.1505549999999998
49 14 -1
49 15 -1
49 16 -1
49 17 1.7613883333333333
49 18 -1
49 19 -1
49 20 -1
49 21 -1
49 22 -1
49 23 -1
49 24 -1
49 25 -1
49 26 -1
49 27 -1
49 28 -1
49 29 -1
49 30 -1
49 31 -1
49 32 -1
49 33 2.106945
49 34 -1
49 35 0.27861166666666665
49 36 -1
49 37 -1
49 38 0.718055
49 39 -1
49 40 0.5091666666666667
49 41 0.479445
49 42 0.38888833333333334
49 43 -1
49 44 0.33722166666666664
49 45 0.825
49 46 -1
49 47 -1
49 48 -1
49 49 -1
;

param arc_distance :=
0 0 -1
0 1 122.264
0 2 122.296
0 3 1.546
0 4 4.715
0 5 120.853
0 6 127.607
0 7 16.385
0 8 127.346
0 9 128.237
0 10 222.558
0 11 123.342
0 12 122.947
0 13 -1
0 14 4.125
0 15 3.265
0 16 3.539
0 17 -1
0 18 188.638
0 19 212.214
0 20 16.358
0 21 4.623
0 22 4.041
0 23 2.275
0 24 1.887
0 25 3.149
0 26 1.227
0 27 3.615
0 28 20.778
0 29 220.335
0 30 219.892
0 31 215.888
0 32 119.242
0 33 -1
0 34 122.7
0 35 -1
0 36 120.454
0 37 116.849
0 38 -1
0 39 123.821
0 40 -1
0 41 -1
0 42 -1
0 43 67.577
0 44 -1
0 45 -1
0 46 77.22
0 47 218.579
0 48 74.86
0 49 -1
1 0 121.302
1 1 -1
1 2 0.112
1 3 120.131
1 4 126.337
1 5 15.294
1 6 22.048
1 7 109.347
1 8 21.787
1 9 22.678
1 10 116.924
1 11 17.783
1 12 17.388
1 13 234.055
1 14 119.319
1 15 119.395
1 16 118.782
1 17 -1
1 18 83.004
1 19 106.58
1 20 126.577
1 21 125.298
1 22 118.287
1 23 124.826
1 24 119.901
1 25 124.982
1 26 123.434
1 27 124.05
1 28 137.99
1 29 114.701
1 30 114.258
1 31 110.254
1 32 13.683
1 33 201.484
1 34 17.141
1 35 -1
1 36 14.895
1 37 11.29
1 38 -1
1 39 18.262
1 40 -1
1 41 -1
1 42 -1
1 43 59.693
1 44 -1
1 45 -1
1 46 50.397
1 47 112.945
1 48 52.574
1 49 -1
2 0 121.678
2 1 0.474
2 2 -1
2 3 120.507
2 4 126.713
2 5 15.67
2 6 22.424
2 7 109.723
2 8 22.163
2 9 23.054
2 10 117.3
2 11 18.159
2 12 17.764
2 13 234.431
2 14 119.695
2 15 119.771
2 16 119.158
2 17 -1
2 18 83.38
2 19 106.956
2 20 126.953
2 21 125.674
2 22 118.663
2 23 125.202
2 24 120.277
2 25 125.358
2 26 123.81
2 27 124.426
